Tipologia di rifiuto differenziato,Anno,Territorio,Tipo dato,0,Flags
"totale","2000","Treviso","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",17.69646,
"totale","2001","Treviso","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",28.27702,
"totale","2002","Treviso","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",23.08285,
"totale","2003","Treviso","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",40.59338,
"totale","2004","Treviso","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",44.86972,
"totale","2005","Treviso","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",45.61365,
"totale","2006","Treviso","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",46.64323,
"totale","2007","Treviso","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",48.66642,
"totale","2008","Treviso","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",51.84893,
"totale","2009","Treviso","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",53.10503,
"totale","2010","Treviso","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",54.61423,
"totale","2011","Treviso","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",55.92546,
"totale","2012","Treviso","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",55.90896,
"totale","2000","Treviso","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2001","Treviso","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2002","Treviso","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2003","Treviso","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2004","Treviso","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2005","Treviso","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2006","Treviso","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2007","Treviso","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2008","Treviso","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2009","Treviso","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2010","Treviso","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2011","Treviso","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2000","Venezia","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",128.09564,
"totale","2001","Venezia","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",154.08864,
"totale","2002","Venezia","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",122.75456,
"totale","2003","Venezia","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",115.41178,
"totale","2004","Venezia","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",121.62847,
"totale","2005","Venezia","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",148.64878,
"totale","2006","Venezia","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",182.629,
"totale","2007","Venezia","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",225.75368,
"totale","2008","Venezia","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",256.3237,
"totale","2009","Venezia","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",238.33111,
"totale","2010","Venezia","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",254.19006,
"totale","2011","Venezia","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",243.28792,
"totale","2012","Venezia","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",243.35297,
"totale","2000","Venezia","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",18.68856,
"totale","2001","Venezia","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",21.39695,
"totale","2002","Venezia","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",16.77192,
"totale","2003","Venezia","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",16.7205,
"totale","2004","Venezia","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",17.19634,
"totale","2005","Venezia","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",20.6984,
"totale","2006","Venezia","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",24.11966,
"totale","2007","Venezia","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",29.13833,
"totale","2008","Venezia","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",33.35422,
"totale","2009","Venezia","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",33.07112,
"totale","2010","Venezia","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",35.56997,
"totale","2011","Venezia","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",36.13678,
"totale","2012","Venezia","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",39.22285,
"totale","2000","Venezia","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2001","Venezia","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2002","Venezia","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2003","Venezia","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2004","Venezia","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2005","Venezia","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2006","Venezia","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2007","Venezia","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2008","Venezia","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2009","Venezia","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2010","Venezia","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2011","Venezia","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2000","Padova","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",97.46528,
"totale","2001","Padova","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",107.75851,
"totale","2002","Padova","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",160.94653,
"totale","2003","Padova","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",255.50348,
"totale","2004","Padova","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",269.14968,
"totale","2005","Padova","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",270.56514,
"totale","2006","Padova","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",289.58855,
"totale","2007","Padova","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",292.1246,
"totale","2008","Padova","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",310.26252,
"totale","2009","Padova","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",293.16421,
"totale","2010","Padova","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",306.77319,
"totale","2011","Padova","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",299.87369,
"totale","2012","Padova","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",305.06993,
"totale","2000","Padova","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",16.24078,
"totale","2001","Padova","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",17.21511,
"totale","2002","Padova","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",24.89574,
"totale","2003","Padova","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",40.22562,
"totale","2004","Padova","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",40.94174,
"totale","2005","Padova","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",41.07498,
"totale","2006","Padova","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",40.95917,
"totale","2007","Padova","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",41.64758,
"totale","2008","Padova","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",44.19057,
"totale","2009","Padova","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",43.62948,
"totale","2010","Padova","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",43.32019,
"totale","2011","Padova","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",44.82764,
"totale","2012","Padova","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",47.43119,
"totale","2000","Padova","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2001","Padova","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2002","Padova","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2003","Padova","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2004","Padova","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2005","Padova","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2006","Padova","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2007","Padova","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2008","Padova","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2009","Padova","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2010","Padova","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2011","Padova","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2000","Rovigo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",117.19218,
"totale","2001","Rovigo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",146.08825,
"totale","2002","Rovigo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",205.2538,
"totale","2003","Rovigo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",212.63605,
"totale","2004","Rovigo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",258.22488,
"totale","2005","Rovigo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",342.4542,
"totale","2006","Rovigo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",390.70145,
"totale","2007","Rovigo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",392.27993,
"totale","2008","Rovigo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",408.60182,
"totale","2009","Rovigo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",427.69272,
"totale","2010","Rovigo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",441.6926,
"totale","2011","Rovigo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",406.57904,
"totale","2012","Rovigo","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",404.92435,
"totale","2000","Rovigo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",19.23827,
"totale","2001","Rovigo","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",22.75557,
